sample	reference	predicted_accuracy	null_model_p0	null_model_p0_stdev	damage_model_p	damage_model_p_stdev	damage_model_pmin	damage_model_pmin_stdev	damage_model_pmax	damage_model_pmax_stdev	pvalue	qvalue	RMSE	nb_reads_aligned	coverage	reflen	CtoT-0	CtoT-1	CtoT-2	CtoT-3	CtoT-4	CtoT-5	CtoT-6	CtoT-7	CtoT-8	CtoT-9	CtoT-10	CtoT-11	CtoT-12	CtoT-13	CtoT-14	CtoT-15	CtoT-16	CtoT-17	CtoT-18	CtoT-19
LS-65	NODE_5415_length_14366_cov_17.9	0.328	0.002	0.001	0.633	1.001	0.002	0.001	0.002	0.003	1.000	1.000	0.003	1589	15.808	14366	0.000	0.000	0.004	0.000	0.007	0.004	0.004	0.000	0.008	0.003	0.000	0.004	0.000	0.007	0.000	0.000	0.000	0.000	0.004	0.000
LS-65	NODE_3538_length_18737_cov_12.1	0.351	0.005	0.001	0.990	0.825	0.005	0.001	0.005	0.004	1.000	1.000	0.004	1398	10.462	18737	0.000	0.006	0.005	0.005	0.012	0.005	0.000	0.006	0.006	0.000	0.006	0.011	0.006	0.000	0.005	0.000	0.006	0.005	0.012	0.000
LS-65	NODE_75_length_177992_cov_21.7	0.998	0.005	0.000	0.953	0.923	0.005	0.000	0.005	0.001	1.000	1.000	0.001	23730	19.075	177992	0.004	0.005	0.005	0.006	0.002	0.005	0.005	0.006	0.006	0.007	0.005	0.004	0.006	0.007	0.006	0.005	0.004	0.004	0.005	0.004
LS-65	NODE_1566_length_31052_cov_88.9	0.859	0.006	0.001	0.040	0.375	0.008	0.006	0.008	0.001	1.000	1.000	0.003	17112	78.464	31052	0.005	0.007	0.007	0.005	0.004	0.008	0.003	0.004	0.005	0.006	0.007	0.004	0.010	0.009	0.008	0.009	0.003	0.010	0.007	0.004
LS-65	NODE_61484_length_3174_cov_40.3	0.470	0.020	0.003	0.136	0.423	0.016	0.011	0.027	0.010	0.822	1.000	0.013	818	36.226	3174	0.008	0.049	0.019	0.019	0.047	0.019	0.019	0.010	0.012	0.017	0.010	0.035	0.020	0.009	0.008	0.009	0.010	0.045	0.011	0.022
LS-65	NODE_19158_length_6456_cov_8.5	0.227	0.004	0.003	0.805	3.078	0.004	0.003	0.004	0.012	1.000	1.000	0.011	343	7.721	6456	0.000	0.000	0.000	0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_56810_length_3332_cov_6.3	0.207	0.006	0.004	0.225	0.756	0.008	0.007	0.008	0.014	0.984	1.000	0.016	128	5.196	3332	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.056	0.000	0.000	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.029	0.000	0.000
LS-65	NODE_8221_length_11099_cov_11.3	0.330	0.007	0.002	0.000	0.303	0.017	0.036	0.017	0.005	1.000	1.000	0.013	775	9.878	11099	0.000	0.000	0.019	0.000	0.011	0.000	0.012	0.000	0.010	0.000	0.000	0.000	0.000	0.018	0.012	0.023	0.020	0.009	0.010	0.000
LS-65	NODE_2223_length_24984_cov_22.0	0.462	0.003	0.001	0.759	0.945	0.003	0.001	0.003	0.003	1.000	1.000	0.003	3365	19.347	24984	0.000	0.000	0.005	0.008	0.003	0.000	0.003	0.003	0.000	0.000	0.003	0.000	0.005	0.005	0.003	0.003	0.000	0.008	0.000	0.003
LS-65	NODE_41156_length_4049_cov_11.4	0.309	0.012	0.004	0.990	1.365	0.012	0.004	0.026	0.019	0.643	1.000	0.017	289	10.420	4049	0.026	0.000	0.000	0.000	0.000	0.038	0.056	0.000	0.019	0.020	0.000	0.000	0.000	0.000	0.000	0.019	0.020	0.000	0.048	0.000
LS-65	NODE_16013_length_7220_cov_8.1	0.226	0.001	0.001	0.036	0.651	0.003	0.013	0.003	0.003	1.000	1.000	0.005	357	7.131	7220	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_64287_length_3093_cov_6.0	0.189	0.003	0.003	0.721	4.051	0.003	0.003	0.003	0.013	0.990	1.000	0.012	115	5.179	3093	0.000	0.000	0.000	0.000	0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_407_length_64709_cov_27.9	0.831	0.000	0.000	0.990	0.617	0.000	0.000	0.000	0.000	0.483	1.000	0.000	10909	24.498	64709	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000
LS-65	NODE_446_length_61926_cov_72.4	0.931	0.002	0.000	0.384	0.472	0.002	0.000	0.003	0.001	0.659	1.000	0.001	27436	63.824	61926	0.002	0.004	0.003	0.002	0.002	0.001	0.003	0.002	0.001	0.001	0.002	0.003	0.002	0.002	0.003	0.002	0.002	0.002	0.002	0.003
LS-65	NODE_1384_length_33398_cov_10.7	0.476	0.001	0.000	0.990	0.757	0.001	0.000	0.002	0.001	0.576	1.000	0.001	2125	9.207	33398	0.002	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.003	0.003	0.000
LS-65	NODE_17_length_335277_cov_32.5	1.000	0.000	0.000	0.430	0.639	0.000	0.000	0.000	0.000	0.655	1.000	0.000	66577	28.692	335277	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_617_length_51745_cov_26.8	0.748	0.002	0.000	0.000	0.415	0.003	0.006	0.003	0.001	1.000	1.000	0.002	8546	23.782	51745	0.002	0.000	0.003	0.003	0.003	0.002	0.003	0.001	0.003	0.002	0.001	0.000	0.003	0.004	0.003	0.002	0.003	0.003	0.001	0.003
LS-65	NODE_11907_length_8729_cov_8.8	0.230	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	472	7.782	8729	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_54111_length_3431_cov_10.5	0.301	0.023	0.006	0.424	0.664	0.027	0.008	0.027	0.027	1.000	1.000	0.028	253	9.277	3431	0.000	0.000	0.000	0.033	0.050	0.000	0.074	0.050	0.000	0.000	0.000	0.000	0.071	0.040	0.000	0.048	0.034	0.000	0.000	0.069
LS-65	NODE_67276_length_3009_cov_11.9	0.277	0.018	0.007	0.537	1.270	0.020	0.009	0.020	0.033	1.000	1.000	0.031	233	10.863	3009	0.000	0.000	0.034	0.000	0.000	0.095	0.000	0.000	0.000	0.000	0.000	0.045	0.038	0.000	0.000	0.100	0.000	0.045	0.000	0.000
LS-65	NODE_3412_length_19104_cov_10.0	0.362	0.006	0.001	0.990	2.297	0.006	0.001	0.009	0.006	0.893	1.000	0.005	1184	8.749	19104	0.009	0.000	0.015	0.009	0.000	0.005	0.005	0.011	0.011	0.005	0.000	0.010	0.005	0.017	0.005	0.000	0.000	0.011	0.005	0.000
LS-65	NODE_6553_length_12747_cov_27.7	0.359	0.000	0.000	0.428	2.530	0.000	0.000	0.000	0.001	1.000	1.000	0.001	2185	24.814	12747	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_3515_length_18800_cov_14.0	0.382	0.003	0.001	0.028	0.186	0.009	0.012	0.009	0.003	1.000	1.000	0.007	1624	12.317	18800	0.000	0.000	0.000	0.000	0.009	0.000	0.005	0.000	0.000	0.000	0.005	0.009	0.000	0.009	0.000	0.005	0.014	0.004	0.004	0.005
LS-65	NODE_21570_length_5998_cov_13.6	0.247	0.004	0.003	0.648	2.202	0.005	0.003	0.005	0.012	1.000	1.000	0.011	503	11.738	5998	0.000	0.000	0.000	0.000	0.043	0.019	0.000	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_1523_length_31554_cov_54.6	0.736	0.009	0.001	0.990	0.587	0.009	0.001	0.009	0.003	1.000	1.000	0.003	10564	48.023	31554	0.004	0.012	0.006	0.007	0.013	0.011	0.012	0.007	0.008	0.009	0.006	0.009	0.010	0.009	0.012	0.007	0.004	0.008	0.011	0.006
LS-65	NODE_51064_length_3556_cov_9.1	0.227	0.005	0.002	0.000	0.000	0.010	0.012	0.010	0.005	1.000	1.000	0.012	197	7.820	3556	0.000	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.032	0.000	0.000	0.000	0.000	0.000	0.029	0.000
LS-65	NODE_638_length_50690_cov_35.5	0.789	0.007	0.001	0.726	0.533	0.007	0.001	0.007	0.003	1.000	1.000	0.003	10833	30.794	50690	0.002	0.005	0.006	0.011	0.005	0.011	0.009	0.009	0.001	0.006	0.006	0.012	0.003	0.006	0.006	0.002	0.011	0.007	0.005	0.006
LS-65	NODE_23527_length_5696_cov_9.0	0.252	0.003	0.002	0.000	0.181	0.012	0.017	0.012	0.004	1.000	1.000	0.011	326	8.005	5696	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.019	0.021	0.000
LS-65	NODE_9653_length_10005_cov_12.5	0.354	0.017	0.003	0.188	0.168	0.023	0.006	0.023	0.009	1.000	1.000	0.014	807	11.012	10005	0.000	0.000	0.009	0.000	0.000	0.019	0.036	0.010	0.009	0.036	0.019	0.040	0.034	0.024	0.008	0.016	0.010	0.029	0.025	0.017
LS-65	NODE_2773_length_21634_cov_32.5	0.510	0.004	0.001	0.212	0.230	0.003	0.001	0.007	0.002	0.118	0.459	0.002	4344	28.608	21634	0.003	0.010	0.008	0.006	0.004	0.000	0.004	0.002	0.000	0.004	0.004	0.004	0.002	0.006	0.002	0.008	0.002	0.002	0.002	0.002
LS-65	NODE_33648_length_4582_cov_11.6	0.460	0.009	0.005	0.990	0.362	0.007	0.004	0.057	0.018	0.110	0.444	0.016	325	10.015	4582	0.057	0.000	0.000	0.000	0.000	0.000	0.067	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000
LS-65	NODE_67100_length_3013_cov_12.1	0.377	0.011	0.003	0.660	0.329	0.008	0.003	0.042	0.013	0.109	0.444	0.012	243	11.060	3013	0.041	0.029	0.000	0.000	0.022	0.000	0.031	0.025	0.000	0.000	0.000	0.029	0.000	0.020	0.021	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_66024_length_3043_cov_13.8	0.518	0.005	0.004	0.990	0.134	0.002	0.002	0.069	0.009	0.013	0.120	0.008	257	11.981	3043	0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_15267_length_7429_cov_15.0	0.304	0.008	0.002	0.062	0.273	0.001	0.019	0.014	0.007	0.012	0.120	0.009	695	13.275	7429	0.017	0.012	0.011	0.000	0.000	0.040	0.010	0.021	0.000	0.000	0.010	0.000	0.010	0.000	0.000	0.011	0.000	0.010	0.011	0.000
LS-65	NODE_42_length_227245_cov_32.2	1.000	0.000	0.000	0.173	0.245	0.000	0.000	0.001	0.000	0.013	0.120	0.000	44749	28.473	227245	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.001	0.000	0.000
LS-65	NODE_21517_length_6008_cov_12.8	0.310	0.011	0.003	0.063	0.259	0.000	0.028	0.021	0.010	0.013	0.120	0.014	520	11.346	6008	0.000	0.044	0.037	0.000	0.020	0.000	0.017	0.000	0.018	0.000	0.043	0.000	0.000	0.000	0.020	0.021	0.000	0.000	0.000	0.000
LS-65	NODE_111_length_150336_cov_31.9	0.995	0.000	0.000	0.297	0.217	0.000	0.000	0.001	0.000	0.013	0.120	0.000	29237	28.101	150336	0.001	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.001	0.001
LS-65	NODE_32288_length_4699_cov_13.1	0.511	0.007	0.004	0.990	0.167	0.004	0.002	0.065	0.010	0.009	0.099	0.009	378	11.292	4699	0.065	0.000	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.026	0.000	0.000	0.000
LS-65	NODE_3_length_576669_cov_32.3	1.000	0.000	0.000	0.174	0.151	0.000	0.000	0.001	0.000	0.007	0.081	0.000	113886	28.509	576669	0.001	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_12448_length_8486_cov_10.6	0.435	0.016	0.004	0.256	0.186	0.009	0.006	0.045	0.014	0.006	0.081	0.015	557	9.271	8486	0.029	0.062	0.014	0.045	0.000	0.036	0.000	0.017	0.015	0.000	0.000	0.000	0.000	0.000	0.020	0.000	0.014	0.030	0.000	0.033
LS-65	NODE_32_length_256315_cov_31.8	1.000	0.000	0.000	0.185	0.144	0.000	0.000	0.001	0.000	0.006	0.078	0.000	49722	28.056	256315	0.001	0.000	0.001	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_464_length_60969_cov_18.3	0.774	0.000	0.000	0.171	0.173	0.000	0.000	0.001	0.000	0.005	0.074	0.001	6825	16.210	60969	0.001	0.002	0.000	0.000	0.000	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_39937_length_4124_cov_8.4	0.370	0.002	0.002	0.990	0.003	0.000	0.000	0.043	0.000	0.005	0.074	0.000	219	7.598	4124	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_41_length_230666_cov_31.5	1.000	0.000	0.000	0.108	0.195	0.000	0.000	0.001	0.000	0.014	0.122	0.000	44430	27.849	230666	0.000	0.000	0.001	0.001	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000
LS-65	NODE_12711_length_8374_cov_12.7	0.517	0.010	0.003	0.990	0.170	0.007	0.002	0.059	0.009	0.004	0.071	0.008	657	11.056	8374	0.060	0.000	0.000	0.015	0.018	0.017	0.000	0.015	0.016	0.018	0.000	0.000	0.015	0.000	0.000	0.000	0.000	0.018	0.000	0.000
LS-65	NODE_146_length_127933_cov_31.7	0.987	0.000	0.000	0.171	0.191	0.000	0.000	0.001	0.000	0.003	0.049	0.000	24791	28.028	127933	0.000	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_20206_length_6254_cov_10.4	0.402	0.013	0.004	0.175	0.136	0.002	0.009	0.043	0.013	0.001	0.016	0.015	421	9.289	6254	0.019	0.067	0.044	0.022	0.000	0.000	0.042	0.000	0.000	0.025	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.020	0.000	0.000
LS-65	NODE_110_length_150489_cov_32.1	0.995	0.000	0.000	0.204	0.124	0.000	0.000	0.001	0.000	0.000	0.010	0.000	29478	28.400	150489	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.001	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.001
LS-65	NODE_144_length_129595_cov_33.4	0.989	0.000	0.000	0.263	0.100	0.000	0.000	0.001	0.000	0.000	0.010	0.000	26431	29.510	129595	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_5946_length_13572_cov_20.5	0.428	0.003	0.001	0.665	0.126	0.001	0.001	0.021	0.003	0.000	0.010	0.003	1765	18.459	13572	0.021	0.007	0.007	0.000	0.000	0.000	0.000	0.000	0.006	0.006	0.000	0.000	0.006	0.000	0.007	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_57_length_201107_cov_32.2	0.999	0.000	0.000	0.267	0.099	0.000	0.000	0.001	0.000	0.000	0.005	0.000	39547	28.446	201107	0.001	0.001	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_1_length_722726_cov_32.6	1.000	0.000	0.000	0.089	0.094	0.000	0.000	0.001	0.000	0.000	0.004	0.000	143786	28.752	722726	0.000	0.000	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_22_length_290107_cov_32.6	1.000	0.000	0.000	0.187	0.111	0.000	0.000	0.001	0.000	0.000	0.002	0.000	57776	28.801	290107	0.001	0.000	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_2043_length_26557_cov_26.1	0.510	0.001	0.001	0.226	0.200	0.000	0.001	0.004	0.002	0.000	0.001	0.002	4282	23.281	26557	0.000	0.007	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.002	0.000	0.000	0.000
LS-65	NODE_5389_length_14406_cov_21.3	0.542	0.005	0.002	0.804	0.080	0.002	0.001	0.041	0.003	0.000	0.000	0.003	1921	19.048	14406	0.041	0.012	0.000	0.000	0.006	0.006	0.000	0.000	0.000	0.000	0.006	0.005	0.006	0.006	0.000	0.000	0.006	0.000	0.000	0.000
LS-65	NODE_397_length_66031_cov_24.2	0.830	0.001	0.000	0.347	0.535	0.001	0.000	0.001	0.001	1.000	1.000	0.001	9787	21.412	66031	0.000	0.000	0.002	0.000	0.000	0.000	0.002	0.002	0.000	0.002	0.000	0.001	0.001	0.001	0.001	0.001	0.000	0.001	0.000	0.002
LS-65	NODE_8241_length_11077_cov_22.3	0.373	0.001	0.001	0.553	0.064	0.000	0.000	0.014	0.001	0.003	0.049	0.001	1458	19.020	11077	0.013	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_8690_length_10677_cov_27.7	0.419	0.007	0.001	0.262	0.187	0.005	0.002	0.017	0.004	0.016	0.129	0.005	1822	24.528	10677	0.012	0.018	0.021	0.000	0.012	0.004	0.009	0.004	0.004	0.004	0.016	0.004	0.000	0.004	0.005	0.004	0.008	0.008	0.008	0.004
LS-65	NODE_10_length_410171_cov_31.8	1.000	0.000	0.000	0.188	0.428	0.000	0.000	0.000	0.000	0.474	1.000	0.000	79958	28.179	410171	0.000	0.001	0.001	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000
LS-65	NODE_5339_length_14493_cov_15.4	0.381	0.011	0.002	0.118	0.414	0.008	0.010	0.016	0.008	0.026	0.197	0.010	1455	13.607	14493	0.000	0.021	0.013	0.030	0.036	0.000	0.013	0.006	0.012	0.000	0.000	0.000	0.006	0.019	0.000	0.012	0.012	0.012	0.006	0.018
LS-65	NODE_57359_length_3313_cov_16.3	0.313	0.012	0.004	0.055	0.254	0.000	0.032	0.023	0.011	0.017	0.138	0.015	364	14.524	3313	0.000	0.020	0.057	0.018	0.000	0.020	0.041	0.000	0.000	0.026	0.000	0.018	0.022	0.000	0.000	0.024	0.000	0.000	0.000	0.000
LS-65	NODE_4389_length_16413_cov_19.2	0.368	0.004	0.001	0.000	0.389	0.000	0.016	0.005	0.002	0.112	0.444	0.003	1927	16.877	16413	0.003	0.005	0.000	0.009	0.009	0.004	0.000	0.004	0.008	0.004	0.004	0.000	0.000	0.000	0.009	0.000	0.008	0.005	0.000	0.000
LS-65	NODE_141_length_130557_cov_32.4	0.989	0.000	0.000	0.134	0.275	0.000	0.000	0.001	0.000	0.093	0.392	0.000	25761	28.538	130557	0.000	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.000
LS-65	NODE_8183_length_11123_cov_17.2	0.355	0.004	0.001	0.990	0.338	0.003	0.001	0.015	0.004	0.077	0.334	0.004	1198	15.409	11123	0.016	0.000	0.009	0.000	0.000	0.005	0.000	0.004	0.005	0.004	0.000	0.010	0.009	0.000	0.005	0.000	0.010	0.005	0.000	0.000
LS-65	NODE_11456_length_8937_cov_82.3	0.654	0.003	0.000	0.016	0.148	0.000	0.005	0.005	0.001	0.078	0.334	0.001	4554	71.839	8937	0.004	0.003	0.003	0.007	0.005	0.001	0.005	0.004	0.006	0.003	0.003	0.001	0.004	0.001	0.004	0.001	0.003	0.000	0.001	0.001
LS-65	NODE_3118_length_20193_cov_90.4	0.804	0.008	0.001	0.000	0.150	0.003	0.010	0.010	0.001	0.074	0.329	0.002	11225	79.163	20193	0.007	0.013	0.011	0.009	0.009	0.007	0.012	0.008	0.006	0.007	0.006	0.006	0.008	0.007	0.010	0.006	0.009	0.008	0.006	0.003
LS-65	NODE_170_length_113898_cov_35.1	0.980	0.002	0.000	0.089	0.141	0.001	0.001	0.003	0.000	0.070	0.318	0.001	24556	30.901	113898	0.002	0.003	0.003	0.002	0.002	0.003	0.002	0.003	0.001	0.001	0.001	0.001	0.002	0.001	0.001	0.002	0.001	0.002	0.001	0.002
LS-65	NODE_6606_length_12684_cov_67.6	0.615	0.004	0.001	0.082	0.192	0.002	0.003	0.006	0.002	0.068	0.316	0.002	5283	58.947	12684	0.004	0.005	0.007	0.008	0.001	0.003	0.003	0.005	0.005	0.007	0.001	0.000	0.002	0.005	0.000	0.002	0.003	0.006	0.003	0.001
LS-65	NODE_23742_length_5659_cov_9.8	0.299	0.001	0.001	0.990	0.003	0.000	0.000	0.023	0.000	0.066	0.316	0.000	337	8.524	5659	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_64425_length_3089_cov_14.9	0.321	0.009	0.003	0.283	0.313	0.005	0.005	0.027	0.013	0.059	0.316	0.014	291	13.183	3089	0.019	0.048	0.000	0.000	0.000	0.027	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.027
LS-65	NODE_511_length_57634_cov_25.8	0.777	0.000	0.000	0.065	0.291	0.000	0.001	0.000	0.000	0.066	0.316	0.000	9055	22.765	57634	0.000	0.001	0.001	0.000	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000
LS-65	NODE_61255_length_3181_cov_6.8	0.429	0.003	0.003	0.990	0.003	0.000	0.000	0.059	0.000	0.068	0.316	0.000	134	6.008	3181	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_13_length_364673_cov_31.7	1.000	0.000	0.000	0.990	0.409	0.000	0.000	0.001	0.000	0.062	0.316	0.000	70726	28.038	364673	0.001	0.000	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000
LS-65	NODE_49506_length_3621_cov_10.2	0.305	0.001	0.001	0.990	0.003	0.000	0.000	0.028	0.000	0.057	0.316	0.000	226	8.897	3621	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_12195_length_8591_cov_14.0	0.295	0.006	0.002	0.054	0.335	0.000	0.020	0.011	0.006	0.027	0.202	0.009	755	12.239	8591	0.000	0.012	0.010	0.000	0.000	0.039	0.014	0.011	0.000	0.011	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_3725_length_18119_cov_44.7	0.554	0.004	0.001	0.461	0.471	0.003	0.001	0.009	0.004	0.067	0.316	0.004	4929	39.147	18119	0.008	0.011	0.003	0.005	0.002	0.001	0.000	0.006	0.002	0.001	0.018	0.002	0.002	0.006	0.000	0.000	0.003	0.003	0.003	0.005
LS-65	NODE_4483_length_16140_cov_10.5	0.351	0.008	0.002	0.032	0.257	0.000	0.022	0.012	0.005	0.033	0.231	0.007	1063	9.258	16140	0.008	0.009	0.029	0.010	0.000	0.000	0.011	0.017	0.000	0.016	0.010	0.009	0.010	0.000	0.008	0.000	0.017	0.000	0.000	0.000
LS-65	NODE_6745_length_12521_cov_61.7	0.628	0.008	0.001	0.272	0.186	0.007	0.001	0.015	0.003	0.038	0.247	0.003	4785	54.552	12521	0.014	0.014	0.009	0.007	0.015	0.013	0.002	0.007	0.004	0.005	0.004	0.008	0.007	0.005	0.007	0.013	0.011	0.005	0.007	0.003
LS-65	NODE_66479_length_3030_cov_12.0	0.307	0.012	0.004	0.174	0.268	0.006	0.009	0.027	0.013	0.038	0.247	0.015	243	10.865	3030	0.020	0.031	0.000	0.051	0.026	0.000	0.000	0.000	0.024	0.000	0.030	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.028
LS-65	NODE_12477_length_8472_cov_13.3	0.277	0.001	0.001	0.416	0.135	0.000	0.001	0.008	0.002	0.033	0.231	0.002	682	11.492	8472	0.006	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_7528_length_11702_cov_14.4	0.314	0.005	0.001	0.030	0.299	0.000	0.016	0.008	0.004	0.042	0.265	0.005	1114	12.922	11702	0.000	0.009	0.000	0.007	0.008	0.015	0.015	0.015	0.000	0.000	0.008	0.000	0.008	0.008	0.000	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_12883_length_8307_cov_9.7	0.281	0.004	0.001	0.274	0.232	0.002	0.002	0.013	0.005	0.051	0.302	0.005	496	8.580	8307	0.009	0.018	0.010	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.012	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.013	0.000
LS-65	NODE_15495_length_7365_cov_9.2	0.351	0.002	0.002	0.990	0.003	0.000	0.000	0.032	0.000	0.052	0.302	0.000	407	7.842	7365	0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-65	NODE_5235_length_14685_cov_11.5	0.316	0.004	0.001	0.000	0.437	0.000	0.022	0.006	0.003	0.068	0.316	0.005	1071	10.235	14685	0.000	0.006	0.011	0.000	0.006	0.015	0.000	0.000	0.006	0.000	0.010	0.011	0.006	0.000	0.005	0.012	0.000	0.000	0.000	0.000
LS-65	NODE_9900_length_9827_cov_13.5	0.429	0.008	0.002	0.990	0.267	0.007	0.002	0.038	0.008	0.043	0.265	0.007	809	11.509	9827	0.038	0.000	0.014	0.013	0.000	0.000	0.015	0.012	0.000	0.015	0.013	0.012	0.000	0.000	0.000	0.000	0.012	0.024	0.000	0.000
