sample	ID	Region	Identity	Product	Organism
LS-55	NODE_149_length_129602_cov_79.8	BGC0001928: 108-8402	0.47753153535622817	['Other']	Streptomyces sp. MA37
LS-55	NODE_149_length_129602_cov_79.8	BGC0001267: 3-35442	0.4720749196206924	['Terpene']	Claviceps fusiformis
LS-55	NODE_149_length_129602_cov_79.8	BGC0000812: 502-25834	0.47138888941657014	['Alkaloid']	Shiraia sp. slf14
LS-55	NODE_149_length_129602_cov_79.8	BGC0002076: 6-3180	0.45205298792470316	['Other']	Pseudomonas jessenii
LS-55	NODE_149_length_129602_cov_79.8	BGC0001882: 0-43357	0.45060266706230645	['Polyketide']	Penicillium rubens Wisconsin 54-1255
LS-55	NODE_149_length_129602_cov_79.8	BGC0000286: 17-17862	0.4476798264873184	['Polyketide']	Streptomyces sp. KO-3988
LS-55	NODE_149_length_129602_cov_79.8	BGC0001210: 0-9235	0.4476798264873184	['RiPP']	Bacillus pseudomycoides DSM 12442
LS-55	NODE_149_length_129602_cov_79.8	BGC0002260: 942-16838	0.4469442853000438	['Terpene']	Annulohypoxylon truncatum
LS-55	NODE_149_length_129602_cov_79.8	BGC0000500: 0-8863	0.44546715047810737	['RiPP']	Carnobacterium maltaromaticum
LS-55	NODE_149_length_129602_cov_79.8	BGC0000586: 254-13092	0.444353855627397	['RiPP']	Klebsiella pneumoniae RYC492
LS-55	NODE_149_length_129602_cov_79.8	BGC0001862: 368-5173	0.4436089950138749	['RiPP']	Aeribacillus pallidus
LS-55	NODE_149_length_129602_cov_79.8	BGC0001605: 0-9118	0.44211270367206834	['Terpene']	Sinorhizobium fredii NGR234
LS-55	NODE_149_length_129602_cov_79.8	BGC0001407: 0-10802	0.4413611929374029	['RiPP']	Bacillus cereus SJ1
LS-55	NODE_149_length_129602_cov_79.8	BGC0001924: 618-5310	0.4413611929374029	['Terpene']	Acremonium egyptiacum
LS-55	NODE_149_length_129602_cov_79.8	BGC0000587: 1762-13637	0.44098457850629286	['RiPP']	Escherichia coli
LS-55	NODE_149_length_129602_cov_79.8	BGC0000589: 0-8421	0.44098457850629286	['RiPP']	Escherichia coli Nissle 1917
LS-55	NODE_149_length_129602_cov_79.8	BGC0000588: 2439-12338	0.44098457850629286	['RiPP']	Escherichia coli
LS-55	NODE_149_length_129602_cov_79.8	BGC0001555: 1-4060	0.44098457850629286	['RiPP']	Escherichia coli chi7122
LS-55	NODE_149_length_129602_cov_79.8	BGC0000802: 0-10580	0.4379503548003344	['Saccharide']	Sinorhizobium meliloti
LS-55	NODE_149_length_129602_cov_79.8	BGC0001810: 122-16114	0.45885042692907896	['Polyketide']	Polymorphospora rubra
LS-55	NODE_149_length_129602_cov_79.8	BGC0002493: 1205-6076	0.43448907485981697	['NRP']	Paracoccus denitrificans PD1222
LS-55	NODE_149_length_129602_cov_79.8	BGC0001995: 0-27487	0.4325428189463254	['Terpene']	Aspergillus oryzae RIB40
LS-55	NODE_149_length_129602_cov_79.8	BGC0000558: 856-5167	0.4305789495624038	['RiPP']	Bacillus subtilis subsp. subtilis str. 168
LS-55	NODE_149_length_129602_cov_79.8	BGC0000888: 0-4342	0.4305789495624038	['Other']	Bacillus sp. CS93
LS-55	NODE_149_length_129602_cov_79.8	BGC0002262: 0-50372	0.429391844967733	['Polyketide']	Hypomontagnella monticulosa
LS-55	NODE_149_length_129602_cov_79.8	BGC0001184: 0-7298	0.4281979372493362	['Other']	Bacillus velezensis FZB42
LS-55	NODE_149_length_129602_cov_79.8	BGC0002630: 0-4291	0.4257889783866138	['RiPP']	Lysobacter antibioticus
LS-55	NODE_149_length_129602_cov_79.8	BGC0000554: 0-6546	0.4233505531312202	['RiPP']	Streptomyces filamentosus NRRL 15998
LS-55	NODE_149_length_129602_cov_79.8	BGC0002181: 1003-18265	0.42211979182415743	['Terpene']	Rhodocybe pseudopiperita
LS-55	NODE_149_length_129602_cov_79.8	BGC0002382: 465-15791	0.42129486592992904	['RiPP']	Grimontia marina
LS-55	NODE_149_length_129602_cov_79.8	BGC0002005: 0-6198	0.41963412277761947	['RiPP']	Xanthomonas oryzae pv. oryzae
LS-55	NODE_149_length_129602_cov_79.8	BGC0000623: 115-2792	0.4154156066805986	['RiPP']	Lactobacillus plantarum
LS-55	NODE_149_length_129602_cov_79.8	BGC0002674: 175-4686	0.41109470080387256	['RiPP']	Enterococcus faecalis
LS-55	NODE_149_length_129602_cov_79.8	BGC0000811: 0-22152	0.4748099273439222	['Alkaloid']	Aspergillus fumigatus Af293
LS-55	NODE_149_length_129602_cov_79.8	BGC0000234: 152-6978	0.4567193232509079	['Polyketide']	Streptomyces venezuelae ATCC 10712
LS-55	NODE_149_length_129602_cov_79.8	BGC0000584: 0-3682	0.44098457850629286	['RiPP']	Escherichia coli
LS-55	NODE_149_length_129602_cov_79.8	BGC0002138: 0-9694	0.47138888941657014	['Polyketide']	Streptomyces albireticuli NRRL B-1670
LS-55	NODE_149_length_129602_cov_79.8	BGC0000671: 95-168464	0.44657576511634234	['Terpene']	Oryza sativa Japonica Group
LS-55	NODE_149_length_129602_cov_79.8	BGC0000526: 0-15171	0.4249795215257659	['RiPP']	Streptococcus macedonicus
LS-55	NODE_149_length_129602_cov_79.8	BGC0001940: 1-19375	0.4469442853000438	['Polyketide']	Pyxidicoccus fallax
LS-55	NODE_149_length_129602_cov_79.8	BGC0000231: 189-5010	0.4531360982243906	['Polyketide']	Streptomyces griseus
LS-55	NODE_149_length_129602_cov_79.8	BGC0000502: 0-15725	0.43487627984853067	['RiPP']	Bacillus cereus
LS-55	NODE_149_length_129602_cov_79.8	BGC0002525: 1000-23500	0.5422134354149611	['Polyketide']	Fusarium sp.
LS-55	NODE_149_length_129602_cov_79.8	BGC0002110: 0-11040	0.4333233916573239	['RiPP']	Streptomyces rimosus subsp. rimosus WC-3908
LS-55	NODE_164_length_123167_cov_29.1	BGC0000917: 216-2477	0.43487627984853067	['Other']	Rhodobacter capsulatus
LS-55	NODE_164_length_123167_cov_29.1	BGC0002583: 0-4261	0.4356486913303635	['RiPP']	Streptococcus mutans UA159
LS-55	NODE_164_length_123167_cov_29.1	BGC0001929: 242-4677	0.431759428453798	['RiPP']	Streptococcus ferus
LS-55	NODE_164_length_123167_cov_29.1	BGC0000602: 366-7318	0.42978829354292214	['RiPP']	Bacillus subtilis subsp. spizizenii ATCC 6633
LS-55	NODE_164_length_123167_cov_29.1	BGC0001226: 0-6018	0.43097317008931685	['RiPP']	Streptomyces collinus Tu 365
LS-55	NODE_164_length_123167_cov_29.1	BGC0000563: 185-5330	0.41065661056490554	['RiPP']	Streptomyces venezuelae ATCC 10712
LS-55	NODE_164_length_123167_cov_29.1	BGC0000905: 1-16359	0.44987478411259774	['Other']	Heliobacillus mobilis
LS-55	NODE_164_length_123167_cov_29.1	BGC0000874: 0-36223	0.45600590049224954	['Other']	Streptomyces griseochromogenes
LS-55	NODE_164_length_123167_cov_29.1	BGC0000906: 424-16949	0.4257889783866138	['Other']	Heliophilum fasciatum
LS-55	NODE_164_length_123167_cov_29.1	BGC0000882: 0-19814	0.416691493321005	['Other']	Streptomyces rimofaciens
LS-55	NODE_164_length_123167_cov_29.1	BGC0000880: 0-11994	0.4158419130427998	['Other (Nucleoside)']	Streptomyces chartreusis NRRL 3882
LS-55	NODE_164_length_123167_cov_29.1	BGC0002553: 0-14110	0.41240228636695425	['Other']	Rathayibacter iranicus
LS-55	NODE_164_length_123167_cov_29.1	BGC0001392: 3-21923	0.42005069033571446	['RiPP']	Chitinophaga pinensis DSM 2588
LS-55	NODE_164_length_123167_cov_29.1	BGC0000883: 0-30199	0.4175370907392536	['Other']	Streptomyces arginensis
LS-55	NODE_164_length_123167_cov_29.1	BGC0000606: 0-14244	0.4187981742969395	['RiPP']	Streptomyces lactacystinaeus
LS-55	NODE_164_length_123167_cov_29.1	BGC0001582: 9373-73464	0.40977702529955856	['NRP']	Nonomuraea sp. MJM5123
LS-55	NODE_164_length_123167_cov_29.1	BGC0001762: 0-36216	0.4175370907392536	['Alkaloid']	Streptomyces sp. KIB-H033
LS-55	NODE_164_length_123167_cov_29.1	BGC0000609: 15-45423	0.43871253664578047	['RiPP']	Nocardia sp. ATCC 202099
LS-55	NODE_164_length_123167_cov_29.1	BGC0001611: 975-67667	0.4360339095255409	['NRP', 'Polyketide']	Streptomyces sp. CB01883
LS-55	NODE_164_length_123167_cov_29.1	BGC0001025: 0-82757	0.43018399288437476	['NRP', 'Polyketide']	Myxococcus xanthus DK 1622
LS-55	NODE_164_length_123167_cov_29.1	BGC0001598: 0-57596	0.4265951619267079	['NRP', 'Polyketide']	Streptomyces diastatochromogenes
LS-55	NODE_164_length_123167_cov_29.1	BGC0000413: 0-175054	0.4469442853000438	['NRP']	Pseudomonas protegens Pf-5
LS-55	NODE_164_length_123167_cov_29.1	BGC0002498: 2654-191530	0.4325428189463254	['Other']	Streptomyces sp.
LS-55	NODE_315_length_81145_cov_28.0	BGC0002116: 0-6188	0.4567193232509079	['RiPP']	Photorhabdus khanii HGB 1456
LS-55	NODE_315_length_81145_cov_28.0	BGC0002043: 0-21193	0.429391844967733	['RiPP']	Myxococcus xanthus DK 1622
LS-55	NODE_315_length_81145_cov_28.0	BGC0000916: 0-13846	0.44583720239011077	['Other']	Staphylococcus carnosus
LS-55	NODE_315_length_81145_cov_28.0	BGC0000706: 350-14906	0.4936636155783227	['Saccharide']	Streptomyces kanamyceticus
LS-55	NODE_315_length_81145_cov_28.0	BGC0000600: 0-8141	0.41109470080387256	['RiPP']	Bacillus thuringiensis
LS-55	NODE_315_length_81145_cov_28.0	BGC0000897: 0-20143	0.46061629908785057	['Other']	Streptomyces luridus
LS-55	NODE_315_length_81145_cov_28.0	BGC0001525: 0-16392	0.4398512367710438	['Other']	Synechocystis salina LEGE 06155
LS-55	NODE_315_length_81145_cov_28.0	BGC0001526: 0-14417	0.4398512367710438	['Other']	Synechocystis salina LEGE 06099
LS-55	NODE_315_length_81145_cov_28.0	BGC0000503: 0-17083	0.436802399719611	['RiPP']	Streptomyces cinnamoneus
LS-55	NODE_315_length_81145_cov_28.0	BGC0000588: 2439-12338	0.43487627984853067	['RiPP']	Escherichia coli
LS-55	NODE_315_length_81145_cov_28.0	BGC0000616: 0-4173	0.4333233916573239	['RiPP']	Bacillus velezensis FZB42
LS-55	NODE_315_length_81145_cov_28.0	BGC0001555: 1-4060	0.4329334544275063	['RiPP']	Escherichia coli chi7122
LS-55	NODE_315_length_81145_cov_28.0	BGC0000554: 0-6546	0.4329334544275063	['RiPP']	Streptomyces filamentosus NRRL 15998
LS-55	NODE_315_length_81145_cov_28.0	BGC0002630: 0-4291	0.4321514790331078	['RiPP']	Lysobacter antibioticus
LS-55	NODE_315_length_81145_cov_28.0	BGC0000623: 115-2792	0.43136666092021825	['RiPP']	Lactobacillus plantarum
LS-55	NODE_315_length_81145_cov_28.0	BGC0001407: 0-10802	0.4305789495624038	['RiPP']	Bacillus cereus SJ1
LS-55	NODE_315_length_81145_cov_28.0	BGC0002005: 0-6198	0.429391844967733	['RiPP']	Xanthomonas oryzae pv. oryzae
LS-55	NODE_315_length_81145_cov_28.0	BGC0002339: 0-27920	0.429391844967733	['Terpene']	Vitiosangium cumulatum
LS-55	NODE_315_length_81145_cov_28.0	BGC0000527: 0-12324	0.4289946405296747	['RiPP']	Bacillus sp. HIL-Y85/54728
LS-55	NODE_315_length_81145_cov_28.0	BGC0000586: 254-13092	0.4273981294606293	['RiPP']	Klebsiella pneumoniae RYC492
LS-55	NODE_315_length_81145_cov_28.0	BGC0000502: 0-15725	0.42699704415378664	['RiPP']	Bacillus cereus
LS-55	NODE_315_length_81145_cov_28.0	BGC0000587: 1762-13637	0.42699704415378664	['RiPP']	Escherichia coli
LS-55	NODE_315_length_81145_cov_28.0	BGC0000589: 0-8421	0.42699704415378664	['RiPP']	Escherichia coli Nissle 1917
LS-55	NODE_315_length_81145_cov_28.0	BGC0000500: 0-8863	0.4265951619267079	['RiPP']	Carnobacterium maltaromaticum
LS-55	NODE_315_length_81145_cov_28.0	BGC0002346: 610-11864	0.4261924757145468	['RiPP']	Saccharopolyspora sp.
LS-55	NODE_315_length_81145_cov_28.0	BGC0000281: 0-8137	0.4253846627454299	['Polyketide']	Pseudomonas fluorescens
LS-55	NODE_315_length_81145_cov_28.0	BGC0000590: 89-5230	0.4249795215257659	['RiPP']	Escherichia coli
LS-55	NODE_315_length_81145_cov_28.0	BGC0000280: 384-6033	0.4233505531312202	['Polyketide']	Pseudomonas fluorescens
LS-55	NODE_315_length_81145_cov_28.0	BGC0001210: 0-9235	0.42253092142030146	['RiPP']	Bacillus pseudomycoides DSM 12442
LS-55	NODE_315_length_81145_cov_28.0	BGC0000938: 104-31263	0.420881053711368	['Other (Aminocoumarin)']	Streptomyces fradiae
LS-55	NODE_315_length_81145_cov_28.0	BGC0000489: 69-6266	0.4179584181749426	['RiPP']	Enterococcus faecalis
LS-55	NODE_315_length_81145_cov_28.0	BGC0000550: 0-2398	0.4179584181749426	['RiPP']	Streptococcus salivarius
LS-55	NODE_315_length_81145_cov_28.0	BGC0000504: 606-7471	0.4171147854046615	['RiPP']	Plasmid pAD1
LS-55	NODE_315_length_81145_cov_28.0	BGC0000516: 0-10920	0.41626720554579544	['RiPP']	Geobacillus thermodenitrificans
LS-55	NODE_315_length_81145_cov_28.0	BGC0000583: 0-6725	0.4154156066805986	['RiPP']	Streptomyces griseus subsp. griseus NBRC 13350
LS-55	NODE_315_length_81145_cov_28.0	BGC0000626: 0-7622	0.4149882772311155	['RiPP']	Bacillus thuringiensis
LS-55	NODE_315_length_81145_cov_28.0	BGC0000207: 821-16213	0.43871253664578047	['Polyketide']	Streptomyces chartreusis
LS-55	NODE_315_length_81145_cov_28.0	BGC0000496: 0-7345	0.41326854053120765	['RiPP']	Streptomyces griseus subsp. griseus NBRC 13350
LS-55	NODE_315_length_81145_cov_28.0	BGC0002294: 412-30500	0.4257889783866138	['Other']	Streptomyces achromogenes subsp. streptozoticus
LS-55	NODE_315_length_81145_cov_28.0	BGC0000484: 184-6641	0.40889282963454704	['RiPP']	Lactobacillus plantarum
LS-55	NODE_315_length_81145_cov_28.0	BGC0001927: 0-27705	0.436802399719611	['Other']	Streptomyces sp.
LS-55	NODE_315_length_81145_cov_28.0	BGC0001343: 61-19132	0.45421536491367837	['Polyketide']	Stigmatella aurantiaca Sg a15
LS-55	NODE_315_length_81145_cov_28.0	BGC0000880: 0-11994	0.44098457850629286	['Other (Nucleoside)']	Streptomyces chartreusis NRRL 3882
LS-55	NODE_315_length_81145_cov_28.0	BGC0002531: 214-11704	0.43410119582301154	['NRP']	Burkholderia ambifaria AMMD
LS-55	NODE_315_length_81145_cov_28.0	BGC0000584: 0-3682	0.4329334544275063	['RiPP']	Escherichia coli
LS-55	NODE_315_length_81145_cov_28.0	BGC0002442: 0-8391	0.4321514790331078	['RiPP']	Bacillus toyonensis
LS-55	NODE_315_length_81145_cov_28.0	BGC0002668: 31-12748	0.416691493321005	['RiPP']	Clostridium estertheticum
LS-55	NODE_315_length_81145_cov_28.0	BGC0001940: 1-19375	0.45205298792470316	['Polyketide']	Pyxidicoccus fallax
LS-55	NODE_315_length_81145_cov_28.0	BGC0000535: 827-14152	0.42253092142030146	['RiPP']	Lactococcus lactis subsp. lactis
LS-55	NODE_315_length_81145_cov_28.0	BGC0000548: 588-10610	0.4273981294606293	['RiPP']	Streptococcus salivarius
LS-55	NODE_890_length_46394_cov_16.8	BGC0000789: 1095-17325	0.470701897761078	['Saccharide']	Escherichia coli
LS-55	NODE_890_length_46394_cov_16.8	BGC0000754: 271-8587	0.45457428549253287	['Saccharide']	Avibacterium paragallinarum
LS-55	NODE_890_length_46394_cov_16.8	BGC0000755: 272-8587	0.45457428549253287	['Saccharide']	Avibacterium paragallinarum 221
LS-55	NODE_890_length_46394_cov_16.8	BGC0000752: 0-7893	0.45707545219286944	['Saccharide']	Actinobacillus pleuropneumoniae serovar 6 str. Femo
LS-55	NODE_890_length_46394_cov_16.8	BGC0000741: 0-4768	0.4577865645850389	['Saccharide']	Streptococcus agalactiae
LS-55	NODE_890_length_46394_cov_16.8	BGC0000744: 0-4768	0.4577865645850389	['Saccharide']	Streptococcus agalactiae
LS-55	NODE_890_length_46394_cov_16.8	BGC0000745: 0-4768	0.4577865645850389	['Saccharide']	Streptococcus agalactiae
LS-55	NODE_890_length_46394_cov_16.8	BGC0000740: 0-4888	0.4662112409909863	['Saccharide']	Streptococcus agalactiae
LS-55	NODE_890_length_46394_cov_16.8	BGC0000746: 0-4888	0.4662112409909863	['Saccharide']	Streptococcus agalactiae
LS-55	NODE_890_length_46394_cov_16.8	BGC0000747: 0-4888	0.4662112409909863	['Saccharide']	Streptococcus agalactiae
LS-55	NODE_890_length_46394_cov_16.8	BGC0000748: 0-4888	0.4662112409909863	['Saccharide']	Streptococcus agalactiae
LS-55	NODE_890_length_46394_cov_16.8	BGC0000751: 0-5961	0.4333233916573239	['Saccharide']	Actinobacillus pleuropneumoniae
LS-55	NODE_890_length_46394_cov_16.8	BGC0000739: 0-8838	0.45060266706230645	['Saccharide']	Pasteurella multocida
LS-55	NODE_890_length_46394_cov_16.8	BGC0000786: 1-12215	0.4261924757145468	['Saccharide']	Edwardsiella ictaluri 93-146
LS-55	NODE_890_length_46394_cov_16.8	BGC0000770: 1-12574	0.43136666092021825	['Saccharide']	Campylobacter jejuni
LS-55	NODE_890_length_46394_cov_16.8	BGC0001586: 0-19073	0.41109470080387256	['Saccharide']	Pseudomonas stutzeri
LS-55	NODE_890_length_46394_cov_16.8	BGC0000734: 1156-16096	0.4462067390357758	['Saccharide']	Pasteurella multocida
LS-55	NODE_890_length_46394_cov_16.8	BGC0000803: 3-18741	0.45564859885439096	['Saccharide']	Lactobacillus rhamnosus GG
LS-55	NODE_890_length_46394_cov_16.8	BGC0000765: 457-18083	0.4257889783866138	['Saccharide']	Lactobacillus johnsonii
LS-55	NODE_890_length_46394_cov_16.8	BGC0000720: 0-13802	0.4577865645850389	['Saccharide']	Streptoalloteichus tenebrarius
LS-55	NODE_890_length_46394_cov_16.8	BGC0000769: 2-26368	0.4158419130427998	['Saccharide']	Mycobacterium avium subsp. hominissuis A5
LS-55	NODE_890_length_46394_cov_16.8	BGC0000763: 750-18450	0.4570754521928695	['Saccharide']	Pantoea stewartii subsp. stewartii DC283
LS-55	NODE_890_length_46394_cov_16.8	BGC0000791: 0-12875	0.46828948668659065	['Saccharide']	Cronobacter sakazakii
LS-55	NODE_890_length_46394_cov_16.8	BGC0000880: 0-11994	0.4577865645850389	['Other (Nucleoside)']	Streptomyces chartreusis NRRL 3882
LS-55	NODE_890_length_46394_cov_16.8	BGC0000790: 268-11858	0.4229411726000467	['Saccharide']	Escherichia coli
LS-55	NODE_890_length_46394_cov_16.8	BGC0001654: 0-19803	0.49099123666254757	['Saccharide']	Bacteroides thetaiotaomicron VPI-5482
LS-55	NODE_890_length_46394_cov_16.8	BGC0000784: 2-17453	0.41626720554579544	['Saccharide']	Pseudomonas aeruginosa
LS-55	NODE_890_length_46394_cov_16.8	BGC0000781: 1-16589	0.436802399719611	['Saccharide']	Pseudomonas aeruginosa
LS-55	NODE_890_length_46394_cov_16.8	BGC0000721: 1-42884	0.4577865645850389	['Saccharide']	Streptoalloteichus tenebrarius
LS-55	NODE_890_length_46394_cov_16.8	BGC0000702: 2-25370	0.45132872355922826	['Saccharide']	Streptomyces kanamyceticus
LS-55	NODE_890_length_46394_cov_16.8	BGC0000758: 1-15537	0.42005069033571446	['Saccharide']	Staphylococcus aureus
LS-55	NODE_890_length_46394_cov_16.8	BGC0000801: 335-31097	0.4277984248471682	['Saccharide']	Sinorhizobium meliloti
LS-55	NODE_890_length_46394_cov_16.8	BGC0000689: 101-32666	0.45421536491367837	['Saccharide']	Micromonospora echinospora
LS-55	NODE_890_length_46394_cov_16.8	BGC0000806: 296-70742	0.4253846627454299	['Saccharide']	Glycomyces sp. NRRL B-16210
LS-55	NODE_890_length_46394_cov_16.8	BGC0000703: 1-33678	0.45132872355922826	['Saccharide']	Streptomyces kanamyceticus
LS-55	NODE_890_length_46394_cov_16.8	BGC0002652: 0-33876	0.43136666092021825	['Other', 'Saccharide']	Streptomyces sp. SHP22-7
LS-55	NODE_890_length_46394_cov_16.8	BGC0002042: 0-26113	0.439092707621434	['NRP']	Streptomyces venezuelae
LS-55	NODE_890_length_46394_cov_16.8	BGC0000962: 5530-31677	0.4115316700147884	['NRP', 'Polyketide']	Lyngbya majuscula
LS-55	NODE_890_length_46394_cov_16.8	BGC0001411: 221-34214	0.45707545219286944	['Saccharide']	Bacteroides fragilis
LS-55	NODE_890_length_46394_cov_16.8	BGC0000705: 1-41573	0.45132872355922826	['Saccharide']	Streptomyces kanamyceticus
LS-55	NODE_890_length_46394_cov_16.8	BGC0000695: 0-47035	0.44877945889681464	['Saccharide']	Micromonospora olivasterospora
LS-55	NODE_890_length_46394_cov_16.8	BGC0000796: 0-27180	0.4329334544275063	['Saccharide']	Paenibacillus alvei
LS-55	NODE_890_length_46394_cov_16.8	BGC0000704: 0-47050	0.45132872355922826	['Saccharide']	Streptomyces kanamyceticus
LS-55	NODE_890_length_46394_cov_16.8	BGC0000714: 2387-45713	0.45421536491367837	['Saccharide']	Micromonospora inyonensis
LS-55	NODE_890_length_46394_cov_16.8	BGC0001603: 0-46458	0.45421536491367837	['Saccharide']	Micromonospora echinospora
LS-55	NODE_890_length_46394_cov_16.8	BGC0001894: 0-30297	0.4609684222067722	['Saccharide']	Lactobacillus plantarum
LS-55	NODE_890_length_46394_cov_16.8	BGC0000209: 0-41526	0.4436089950138749	['Polyketide']	Kitasatospora aureofaciens
LS-55	NODE_890_length_46394_cov_16.8	BGC0000953: 1929-36192	0.43136666092021825	['Saccharide']	Streptomyces vinaceusdrappus
LS-55	NODE_890_length_46394_cov_16.8	BGC0000696: 190-84222	0.45421536491367837	['Saccharide']	Micromonospora echinospora
LS-55	NODE_890_length_46394_cov_16.8	BGC0000780: 48-63265	0.43371263676379795	['Saccharide']	Vibrio parahaemolyticus
LS-55	NODE_1352_length_37022_cov_17.4	BGC0002566: 0-4755	0.43526281671361733	['Other']	Amycolatopsis japonica
LS-55	NODE_1352_length_37022_cov_17.4	BGC0001137: 0-18476	0.4261924757145468	['Alkaloid']	Marinactinospora thermotolerans
LS-55	NODE_1352_length_37022_cov_17.4	BGC0001587: 6-7413	0.43097317008931685	['Other']	Streptomyces avermitilis MA-4680 = NBRC 14893
LS-55	NODE_1352_length_37022_cov_17.4	BGC0002020: 1-4490	0.4149882772311155	['Saccharide', 'NRP']	Photorhabdus laumondii subsp. laumondii TTO1
LS-55	NODE_1352_length_37022_cov_17.4	BGC0002568: 0-11038	0.4321514790331078	['Other']	Streptomyces scabiei 87.22
LS-55	NODE_1352_length_37022_cov_17.4	BGC0002711: 0-9402	0.4149882772311155	['Polyketide']	Nostoc punctiforme PCC 73102
LS-55	NODE_1352_length_37022_cov_17.4	BGC0000196: 953-9991	0.41196752847951973	['Polyketide']	Photorhabdus laumondii subsp. laumondii TTO1
LS-55	NODE_1352_length_37022_cov_17.4	BGC0002348: 0-18134	0.41626720554579544	['NRP']	Aspergillus terreus NIH2624
LS-55	NODE_1352_length_37022_cov_17.4	BGC0002347: 392-13440	0.416691493321005	['Alkaloid']	Actinoalloteichus cyanogriseus
LS-55	NODE_1352_length_37022_cov_17.4	BGC0000778: 590-8525	0.41455991536812	['Saccharide']	Aeromonas piscicola
LS-55	NODE_1352_length_37022_cov_17.4	BGC0001925: 0-20488	0.40933550912807887	['Alkaloid']	Streptomyces sp.
LS-55	NODE_1352_length_37022_cov_17.4	BGC0000694: 0-19197	0.44546715047810737	['Saccharide']	Bacillus circulans
LS-55	NODE_1352_length_37022_cov_17.4	BGC0002286: 0-16374	0.4245735473936642	['NRP']	Photorhabdus laumondii subsp. laumondii TTO1
LS-55	NODE_1352_length_37022_cov_17.4	BGC0000762: 227-20766	0.4574311980195008	['Saccharide']	Rhizobium leguminosarum bv. viciae
LS-55	NODE_1352_length_37022_cov_17.4	BGC0001135: 0-16848	0.42005069033571446	['NRP']	Xenorhabdus budapestensis
LS-55	NODE_1352_length_37022_cov_17.4	BGC0001833: 14964-30015	0.4187981742969395	['NRP']	Burkholderia gladioli
LS-55	NODE_1352_length_37022_cov_17.4	BGC0001128: 35-15686	0.4175370907392536	['NRP']	Photorhabdus laumondii subsp. laumondii TTO1
LS-55	NODE_1352_length_37022_cov_17.4	BGC0002135: 0-11508	0.4158419130427998	['NRP']	Xenorhabdus bovienii SS-2004
LS-55	NODE_1352_length_37022_cov_17.4	BGC0002518: 0-10561	0.4158419130427998	['NRP']	Pseudomonas sp. SZ57
LS-55	NODE_1352_length_37022_cov_17.4	BGC0001168: 0-4582	0.4154156066805986	['NRP']	Streptomyces lividans 1326
LS-55	NODE_1352_length_37022_cov_17.4	BGC0001825: 0-14850	0.4149882772311155	['NRP']	Xenorhabdus nematophila AN6/1
LS-55	NODE_1352_length_37022_cov_17.4	BGC0001641: 0-49104	0.41455991536812	['NRP']	Photorhabdus laumondii subsp. laumondii TTO1
LS-55	NODE_1352_length_37022_cov_17.4	BGC0001166: 0-15624	0.41326854053120765	['NRP']	Alternaria jesenskae
LS-55	NODE_1352_length_37022_cov_17.4	BGC0001132: 0-12417	0.41240228636695425	['NRP']	Xenorhabdus nematophila ATCC 19061
LS-55	NODE_1352_length_37022_cov_17.4	BGC0002437: 0-10596	0.41196752847951973	['NRP']	Thermoactinomyces sp. AS95
LS-55	NODE_1352_length_37022_cov_17.4	BGC0001844: 234-20663	0.41065661056490554	['NRP']	Paraburkholderia rhizoxinica HKI 454
LS-55	NODE_1352_length_37022_cov_17.4	BGC0001758: 0-22977	0.40933550912807887	['NRP']	Paraburkholderia rhizoxinica HKI 454
LS-55	NODE_1352_length_37022_cov_17.4	BGC0001895: 425-18341	0.4158419130427998	['Polyketide']	Streptomyces sp. CB09001
LS-55	NODE_1352_length_37022_cov_17.4	BGC0001891: 1-10865	0.45060266706230645	['Other']	Ruminiclostridium cellulolyticum H10
LS-55	NODE_1352_length_37022_cov_17.4	BGC0002716: 0-53197	0.4175370907392536	['NRP']	Photorhabdus laumondii subsp. laumondii
LS-55	NODE_1352_length_37022_cov_17.4	BGC0000404: 1968-56662	0.41413051166570236	['NRP']	Penicillium chrysogenum
LS-55	NODE_1352_length_37022_cov_17.4	BGC0002164: 0-8322	0.41413051166570236	['NRP']	Epichloe festucae
LS-55	NODE_1352_length_37022_cov_17.4	BGC0002002: 0-14395	0.41021738890123133	['NRP']	Serratia fonticola
LS-55	NODE_1352_length_37022_cov_17.4	BGC0000926: 1-12724	0.4469442853000438	['Other']	Bacillus subtilis subsp. spizizenii ATCC 6633
LS-55	NODE_1352_length_37022_cov_17.4	BGC0001824: 0-17537	0.40889282963454704	['NRP']	Xenorhabdus beddingii
LS-55	NODE_1352_length_37022_cov_17.4	BGC0002499: 25-24025	0.44286195759743435	['Polyketide', 'NRP']	Streptomyces achromogenes subsp. streptozoticus
LS-55	NODE_1352_length_37022_cov_17.4	BGC0000943: 0-14447	0.4462067390357758	['Other']	Staphylococcus aureus subsp. aureus NCTC 8325
LS-55	NODE_1352_length_37022_cov_17.4	BGC0001927: 0-27705	0.42253092142030146	['Other']	Streptomyces sp.
LS-55	NODE_1352_length_37022_cov_17.4	BGC0000405: 0-57262	0.41413051166570236	['NRP']	Penicillium chrysogenum
LS-55	NODE_1352_length_37022_cov_17.4	BGC0001671: 5106-76272	0.4187981742969395	['NRP']	Agrobacterium tumefaciens
LS-55	NODE_1352_length_37022_cov_17.4	BGC0000979: 0-6921	0.40977702529955856	['NRP', 'Polyketide']	Aphanizomenon sp. 10E9
