sample	contig	NCBItaxID	NCBIrank	NCBItaxName	nFrags	retainedFrags	taxassignedFrags	fractionAgreement	lineage
LS-35	NODE_13980_length_7898_cov_12.4	2	superkingdom	Bacteria	7	7	7	1.0	d_Bacteria
LS-35	NODE_22701_length_6087_cov_8.3	77075	species	JAGOPY01 sp017991835	9	8	4	0.5	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_JAGOPY01;g_JAGOPY01;s_JAGOPY01 sp017991835
LS-35	NODE_29575_length_5264_cov_7.3	2	superkingdom	Bacteria	1	1	1	1.0	d_Bacteria
LS-35	NODE_39188_length_4518_cov_21.2	37485	family	SZUA-161	3	3	3	1.0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_SZUA-161;f_SZUA-161
LS-35	NODE_54560_length_3776_cov_9.4	18932	order	HRBIN30	4	4	4	1.0	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_HRBIN30
LS-76	NODE_18874_length_4323_cov_18.9	27	genus	Mycobacterium	7	7	6	0.83	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
LS-85	NODE_194_length_77273_cov_53.2	71185	species	JABMQX01 sp013203085	65	60	30	0.53	d_Bacteria;p_JABMQX01;c_JABMQX01;o_JABMQX01;f_JABMQX01;g_JABMQX01;s_JABMQX01 sp013203085
LS-85	NODE_2016_length_22151_cov_18.5	1454	class	Anaerolineae	20	20	13	0.65	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-85	NODE_6761_length_11124_cov_17.2	74007	species	Mycobacterium sp903911165	13	13	9	0.72	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium sp903911165
LS-85	NODE_13599_length_7447_cov_18.8	183	order	Rhizobiales	11	11	4	0.56	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales
LS-35	NODE_80679_length_3042_cov_11.9	2	superkingdom	Bacteria	2	1	1	1.0	d_Bacteria
LS-67	NODE_1776_length_25137_cov_12.9	6494	family	SG8-4	20	17	15	0.88	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_SG8-4
LS-67	NODE_6128_length_12369_cov_21.9	2	superkingdom	Bacteria	4	4	2	0.5	d_Bacteria
LS-67	NODE_15235_length_6977_cov_39.3	2	superkingdom	Bacteria	2	1	1	1.0	d_Bacteria
LS-76	NODE_9139_length_6774_cov_9.3	83784	order	B26-1	2	2	1	0.92	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1
LS-76	NODE_22355_length_3898_cov_18.9	19312	order	UBA9160	5	5	3	0.74	d_Bacteria;p_Myxococcota A;c_UBA9160;o_UBA9160
LS-85	NODE_365_length_56336_cov_66.0	1203	class	Dehalococcoidia	68	64	35	0.57	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia
LS-85	NODE_3013_length_17663_cov_11.9	653	phylum	Acidobacteriota	17	17	7	0.53	d_Bacteria;p_Acidobacteriota
LS-85	NODE_7645_length_10369_cov_17.0	27	genus	Mycobacterium	14	14	10	0.75	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
LS-85	NODE_14709_length_7111_cov_30.9	23142	species	UBA4811 sp002328075	6	5	5	1.0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Promineofilales;f_UBA4811;g_UBA4811;s_UBA4811 sp002328075
LS-35	NODE_34427_length_4851_cov_13.7	74007	species	Mycobacterium sp903911165	5	5	5	1.0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium sp903911165
LS-35	NODE_47345_length_4081_cov_21.7	21333	genus	UBA1163	4	4	2	0.66	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163;g_UBA1163
LS-35	NODE_61243_length_3545_cov_10.8	66911	species	UBA2185 sp017885225	4	3	2	0.5	d_Bacteria;p_Desulfobacterota;c_Syntrophia;o_Syntrophales;f_UBA2185;g_UBA2185;s_UBA2185 sp017885225
LS-67	NODE_143_length_75280_cov_22.2	1203	class	Dehalococcoidia	88	76	42	0.62	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia
LS-67	NODE_2244_length_22200_cov_11.4	2	superkingdom	Bacteria	20	17	16	0.94	d_Bacteria
LS-67	NODE_7159_length_11222_cov_15.1	1454	class	Anaerolineae	10	10	7	0.7	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-67	NODE_18460_length_6186_cov_6.9	840	phylum	Desulfobacterota	7	5	3	0.5	d_Bacteria;p_Desulfobacterota
LS-67	NODE_28305_length_4747_cov_9.8	83409	order	Methanomicrobiales	6	6	4	0.74	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales
LS-67	NODE_44891_length_3576_cov_11.1	4041	class	Koll11	6	6	4	0.67	d_Bacteria;p_Omnitrophota;c_Koll11
LS-76	NODE_34_length_237704_cov_49.4	2	superkingdom	Bacteria	54	44	27	0.58	d_Bacteria
LS-65	NODE_44680_length_3852_cov_7.9	653	phylum	Acidobacteriota	6	6	4	0.99	d_Bacteria;p_Acidobacteriota
LS-63	NODE_18_length_159823_cov_17.5	81252	species	UBA7708 sp016873215	145	132	64	0.52	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_Anaerohalosphaeraceae;g_UBA7708;s_UBA7708 sp016873215
LS-63	NODE_2692_length_20663_cov_29.3	83785	family	UBA233	20	20	13	0.61	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-63	NODE_10142_length_9439_cov_54.4	6493	order	Sedimentisphaerales	7	7	4	0.57	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales
LS-63	NODE_21625_length_5944_cov_7.3	86011	species	Bog-38 sp015661395	8	8	4	0.65	d_Archaea;p_Halobacteriota;c_Bog-38;o_Bog-38;f_Bog-38;g_Bog-38;s_Bog-38 sp015661395
LS-63	NODE_39445_length_4134_cov_9.5	8884	genus	QWPN01	4	2	2	1.0	d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_UBA1268;g_QWPN01
LS-55	NODE_18_length_350363_cov_78.0	2	superkingdom	Bacteria	78	65	44	0.68	d_Bacteria
LS-55	NODE_347_length_77905_cov_60.3	1454	class	Anaerolineae	77	75	44	0.64	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-55	NODE_1770_length_31553_cov_22.4	45522	species	E44-bin88 sp004375675	39	38	25	0.72	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_E44-bin88;g_E44-bin88;s_E44-bin88 sp004375675
LS-55	NODE_3375_length_20881_cov_50.2	83785	family	UBA233	19	18	12	0.75	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-65	NODE_11757_length_8801_cov_36.6	2	superkingdom	Bacteria	14	13	13	1.0	d_Bacteria
LS-65	NODE_23742_length_5659_cov_9.8	825	order	Cyanobacteriales	6	6	3	0.96	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales
LS-65	NODE_47652_length_3709_cov_7.0	165	order	Bacteroidales	7	7	3	0.58	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales
LS-63	NODE_47_length_126828_cov_34.3	84111	genus	Bilamarchaeum	118	110	81	0.75	d_Archaea;p_Micrarchaeota;c_Micrarchaeia;o_Anstonellales;f_Bilamarchaeaceae;g_Bilamarchaeum
LS-63	NODE_3316_length_18347_cov_49.3	71185	species	JABMQX01 sp013203085	10	8	4	0.5	d_Bacteria;p_JABMQX01;c_JABMQX01;o_JABMQX01;f_JABMQX01;g_JABMQX01;s_JABMQX01 sp013203085
LS-63	NODE_10631_length_9184_cov_8.6	2	superkingdom	Bacteria	7	7	6	0.86	d_Bacteria
LS-63	NODE_23011_length_5733_cov_10.9	4496	genus	LD21	10	9	4	0.77	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_VadinHA17;g_LD21
LS-63	NODE_40751_length_4051_cov_8.7	2	superkingdom	Bacteria	7	7	6	0.99	d_Bacteria
LS-55	NODE_24_length_311740_cov_77.4	2	superkingdom	Bacteria	86	76	45	0.63	d_Bacteria
LS-55	NODE_438_length_68382_cov_40.7	5447	class	WOR-3	48	45	22	0.52	d_Bacteria;p_WOR-3;c_WOR-3
LS-67	NODE_535_length_44448_cov_19.9	477	family	Sphingomonadaceae	40	37	28	0.77	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae
LS-67	NODE_3037_length_18691_cov_32.7	21332	family	UBA1163	26	24	19	0.94	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163
LS-67	NODE_8172_length_10338_cov_14.2	83659	genus	SM1-50	9	8	8	1.0	d_Archaea;p_Thermoplasmatota;c_E2;o_DHVEG-1;f_DHVEG-1;g_SM1-50
LS-67	NODE_20745_length_5753_cov_82.7	83785	family	UBA233	6	6	5	0.8	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-67	NODE_31276_length_4462_cov_7.3	77947	species	UBA9647 sp003519375	5	4	3	0.75	d_Bacteria;p_Bacteroidota;c_UBA10030;o_UBA10030;f_UBA10030;g_UBA9647;s_UBA9647 sp003519375
LS-67	NODE_50192_length_3346_cov_26.3	2	superkingdom	Bacteria	6	6	6	1.0	d_Bacteria
LS-76	NODE_88_length_146616_cov_49.5	2	superkingdom	Bacteria	39	34	28	0.77	d_Bacteria
LS-76	NODE_1139_length_25278_cov_49.7	74007	species	Mycobacterium sp903911165	32	29	16	0.66	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium sp903911165
LS-76	NODE_3764_length_12033_cov_36.2	83785	family	UBA233	14	13	10	0.83	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-76	NODE_11335_length_5918_cov_9.3	46	order	Burkholderiales	11	11	5	0.6	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales
LS-55	NODE_3071_length_22122_cov_60.8	84697	genus	UBA9949	34	33	26	0.85	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae;g_UBA9949
LS-55	NODE_5122_length_16002_cov_15.6	2	superkingdom	Bacteria	7	7	6	0.99	d_Bacteria
LS-55	NODE_8490_length_11568_cov_12.9	27	genus	Mycobacterium	23	22	11	0.7	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
LS-55	NODE_13687_length_8407_cov_7.7	58355	species	SSS58A sp017885175	7	5	3	0.74	d_Bacteria;p_Krumholzibacteriota;c_Krumholzibacteria;o_Krumholzibacteriales;f_Krumholzibacteriaceae;g_SSS58A;s_SSS58A sp017885175
LS-55	NODE_20426_length_6455_cov_28.5	15179	family	Hyphomicrobiaceae	8	8	4	0.6	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae
LS-55	NODE_37312_length_4401_cov_10.6	2	superkingdom	Bacteria	3	3	3	1.0	d_Bacteria
LS-55	NODE_61780_length_3221_cov_6.4	825	order	Cyanobacteriales	2	2	1	0.5	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales
LS-93	NODE_823_length_38091_cov_60.5	84697	genus	UBA9949	53	50	38	0.82	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae;g_UBA9949
LS-93	NODE_4364_length_15215_cov_12.3	37418	species	WVWN01 sp011773985	19	19	16	0.92	d_Bacteria;p_RBG-13-66-14;c_B26-G2;o_WVWN01;f_WVWN01;g_WVWN01;s_WVWN01 sp011773985
LS-93	NODE_8404_length_10545_cov_21.2	1373	family	Xanthobacteraceae	17	15	9	0.69	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae
LS-35	NODE_5989_length_12442_cov_30.9	2	superkingdom	Bacteria	7	6	5	0.83	d_Bacteria
LS-35	NODE_9713_length_9610_cov_40.7	31463	species	JADJWR01 sp016716275	11	11	4	0.55	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_JADJWR01;s_JADJWR01 sp016716275
LS-35	NODE_15217_length_7546_cov_7.5	2	superkingdom	Bacteria	6	5	3	0.5	d_Bacteria
LS-35	NODE_23504_length_5970_cov_26.9	28872	family	SZUA-254	6	5	5	1.0	d_Bacteria;p_Bacteroidota;c_UBA10030;o_UBA10030;f_SZUA-254
LS-35	NODE_31712_length_5074_cov_9.5	825	order	Cyanobacteriales	4	3	2	0.51	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales
LS-35	NODE_40612_length_4433_cov_8.3	5314	order	Desulfatiglandales	6	6	4	0.67	d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales
LS-35	NODE_56312_length_3711_cov_6.6	2	superkingdom	Bacteria	5	5	5	1.0	d_Bacteria
LS-35	NODE_69511_length_3308_cov_9.6	1	no rank	root	2	1	1	1.0	-_root
LS-67	NODE_1158_length_31279_cov_739.3	86140	species	20-14-0-80-47-9 sp002779555	33	33	22	0.69	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233;g_20-14-0-80-47-9;s_20-14-0-80-47-9 sp002779555
LS-67	NODE_4830_length_14300_cov_19.4	24	class	Actinomycetia	9	8	5	0.6	d_Bacteria;p_Actinobacteriota;c_Actinomycetia
LS-65	NODE_637_length_50756_cov_33.3	86028	genus	JACIVX01	53	48	28	0.61	d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_JACIVX01;g_JACIVX01
LS-65	NODE_4050_length_17172_cov_15.4	20158	family	RBG-16-60-22	20	20	12	0.57	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_RBG-16-60-22
LS-65	NODE_8690_length_10677_cov_27.7	2	superkingdom	Bacteria	11	10	10	1.0	d_Bacteria
LS-65	NODE_18619_length_6570_cov_23.9	2	superkingdom	Bacteria	2	1	1	1.0	d_Bacteria
LS-65	NODE_35959_length_4402_cov_24.4	825	order	Cyanobacteriales	5	5	3	0.65	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales
LS-65	NODE_63973_length_3101_cov_7.6	2	superkingdom	Bacteria	3	3	3	1.0	d_Bacteria
LS-63	NODE_1673_length_26892_cov_11.5	2	superkingdom	Bacteria	26	23	21	0.91	d_Bacteria
LS-63	NODE_6826_length_11947_cov_13.2	59046	family	SM23-32	14	14	11	0.99	d_Bacteria;p_Planctomycetota;c_Brocadiae;o_SM23-32;f_SM23-32
LS-63	NODE_18625_length_6515_cov_19.4	2	superkingdom	Bacteria	4	3	3	1.0	d_Bacteria
LS-63	NODE_33179_length_4579_cov_8.3	6937	genus	CG2-30-66-27	1	1	1	1.0	d_Bacteria;p_Desulfobacterota E;c_MBNT15;o_MBNT15;f_MBNT15;g_CG2-30-66-27
LS-65	NODE_28363_length_5082_cov_7.5	4496	genus	LD21	5	5	4	0.8	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_VadinHA17;g_LD21
LS-65	NODE_54111_length_3431_cov_10.5	38950	species	JAFGGI01 sp016930635	7	7	3	0.72	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_UBA12454;g_JAFGGI01;s_JAFGGI01 sp016930635
LS-63	NODE_316_length_58742_cov_19.8	85871	species	DRUK01 sp011370995	43	39	19	0.51	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233;g_DRUK01;s_DRUK01 sp011370995
LS-63	NODE_4329_length_15611_cov_96.5	2	superkingdom	Bacteria	16	16	16	1.0	d_Bacteria
LS-63	NODE_12896_length_8168_cov_8.1	59076	species	UBA8473 sp003599365	4	4	2	0.65	d_Bacteria;p_Desulfobacterota;c_UBA8473;o_UBA8473;f_UBA8473;g_UBA8473;s_UBA8473 sp003599365
LS-63	NODE_25109_length_5432_cov_9.7	27	genus	Mycobacterium	6	6	6	1.0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
LS-63	NODE_44315_length_3853_cov_11.8	1456	family	EnvOPS12	5	5	2	0.93	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_EnvOPS12
LS-55	NODE_42_length_256309_cov_77.0	2	superkingdom	Bacteria	60	47	33	0.7	d_Bacteria
LS-55	NODE_890_length_46394_cov_16.8	1356	family	Bryobacteraceae	41	32	15	0.55	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Bryobacterales;f_Bryobacteraceae
LS-55	NODE_2397_length_26027_cov_16.2	3371	family	Casimicrobiaceae	46	46	22	0.64	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Casimicrobiaceae
LS-67	NODE_29307_length_4642_cov_9.1	2	superkingdom	Bacteria	3	3	3	1.0	d_Bacteria
LS-67	NODE_47006_length_3478_cov_15.1	32972	species	GCA-2729495 sp002729495	2	2	1	0.5	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_GCA-2729495;f_GCA-2729495;g_GCA-2729495;s_GCA-2729495 sp002729495
LS-76	NODE_45_length_218488_cov_49.7	2	superkingdom	Bacteria	45	37	21	0.55	d_Bacteria
LS-76	NODE_914_length_28659_cov_47.4	27	genus	Mycobacterium	53	51	32	0.77	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
LS-76	NODE_3353_length_12942_cov_44.2	34	genus	Acinetobacter	3	2	1	0.54	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter
LS-76	NODE_10415_length_6247_cov_15.3	4	class	Gammaproteobacteria	5	5	5	1.0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria
LS-76	NODE_25141_length_3630_cov_13.6	77489	species	34-128 sp003575245	3	2	1	0.94	d_Bacteria;p_Atribacterota;c_JS1;o_SB-45;f_34-128;g_34-128;s_34-128 sp003575245
LS-85	NODE_742_length_38953_cov_24.1	6494	family	SG8-4	35	33	25	0.85	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_SG8-4
LS-85	NODE_3565_length_16022_cov_18.7	6494	family	SG8-4	23	18	10	0.82	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_SG8-4
LS-85	NODE_8143_length_9967_cov_12.6	8970	genus	2-02-FULL-66-22	14	14	8	0.66	d_Bacteria;p_Methylomirabilota;c_Methylomirabilia;o_Methylomirabilales;f_2-02-FULL-66-22;g_2-02-FULL-66-22
LS-76	NODE_2469_length_15660_cov_44.3	840	phylum	Desulfobacterota	16	16	16	1.0	d_Bacteria;p_Desulfobacterota
LS-76	NODE_7842_length_7509_cov_8.9	32427	genus	SURF-21	8	8	8	1.0	d_Bacteria;p_Actinobacteriota;c_Geothermincolia;o_Geothermincolales;f_RBG-13-55-18;g_SURF-21
LS-76	NODE_18040_length_4441_cov_120.0	88168	species	PALSA-986 sp003151735	3	3	2	0.67	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233;g_PALSA-986;s_PALSA-986 sp003151735
LS-85	NODE_188_length_78298_cov_26.6	84697	genus	UBA9949	108	103	75	0.81	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae;g_UBA9949
LS-85	NODE_1852_length_23100_cov_21.4	6494	family	SG8-4	25	20	14	0.82	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_SG8-4
LS-85	NODE_6594_length_11268_cov_12.9	31463	species	JADJWR01 sp016716275	27	25	8	0.52	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_JADJWR01;s_JADJWR01 sp016716275
LS-85	NODE_13445_length_7496_cov_11.4	29252	species	UBA1163 sp002311635	8	8	6	0.75	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163;g_UBA1163;s_UBA1163 sp002311635
LS-85	NODE_26698_length_4961_cov_8.0	67358	species	PBB1 sp002281415	3	2	1	0.97	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_PBB1;s_PBB1 sp002281415
LS-85	NODE_37687_length_4017_cov_14.2	74007	species	Mycobacterium sp903911165	5	5	3	0.73	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium sp903911165
LS-65	NODE_144_length_129595_cov_33.4	2	superkingdom	Bacteria	44	37	28	0.77	d_Bacteria
LS-63	NODE_17635_length_6747_cov_22.6	83784	order	B26-1	5	5	3	0.6	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1
LS-63	NODE_29944_length_4873_cov_7.4	83658	family	DHVEG-1	5	5	5	1.0	d_Archaea;p_Thermoplasmatota;c_E2;o_DHVEG-1;f_DHVEG-1
LS-63	NODE_58761_length_3263_cov_10.4	83343	superkingdom	Archaea	9	9	8	0.57	d_Archaea
LS-55	NODE_101_length_170983_cov_78.0	2	superkingdom	Bacteria	45	39	28	0.75	d_Bacteria
LS-55	NODE_1352_length_37022_cov_17.4	2	superkingdom	Bacteria	30	25	22	0.87	d_Bacteria
LS-76	NODE_1322_length_22948_cov_17.3	86863	species	MVRE01 sp903900025	33	32	23	0.8	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae;g_MVRE01;s_MVRE01 sp903900025
LS-76	NODE_4542_length_10735_cov_16.3	9711	species	CAIMUS01 sp903844665	12	12	5	0.61	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Competibacterales;f_Competibacteraceae;g_CAIMUS01;s_CAIMUS01 sp903844665
LS-76	NODE_11540_length_5844_cov_19.2	1454	class	Anaerolineae	6	6	3	0.5	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-76	NODE_32177_length_3118_cov_10.3	24	class	Actinomycetia	4	3	3	1.0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia
LS-85	NODE_1129_length_30871_cov_28.0	6494	family	SG8-4	35	31	16	0.55	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_SG8-4
LS-85	NODE_6864_length_11044_cov_15.3	2	superkingdom	Bacteria	6	6	6	1.0	d_Bacteria
LS-85	NODE_13602_length_7447_cov_8.1	40007	order	4572-78	12	11	5	0.55	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_4572-78
LS-85	NODE_27298_length_4889_cov_8.5	2	superkingdom	Bacteria	4	4	4	1.0	d_Bacteria
LS-85	NODE_38119_length_3988_cov_9.6	83343	superkingdom	Archaea	4	3	2	0.67	d_Archaea
LS-65	NODE_170_length_113898_cov_35.1	71185	species	JABMQX01 sp013203085	80	73	39	0.57	d_Bacteria;p_JABMQX01;c_JABMQX01;o_JABMQX01;f_JABMQX01;g_JABMQX01;s_JABMQX01 sp013203085
LS-65	NODE_2044_length_26547_cov_21.9	20158	family	RBG-16-60-22	23	22	18	0.94	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_RBG-16-60-22
LS-65	NODE_5593_length_14080_cov_12.1	2567	order	Paceibacterales	19	15	12	0.77	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_Paceibacterales
LS-65	NODE_12448_length_8486_cov_10.6	47619	species	RBG-13-51-18 sp903915565	13	12	5	0.55	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_RBG-16-60-22;g_RBG-13-51-18;s_RBG-13-51-18 sp903915565
LS-65	NODE_26938_length_5241_cov_13.1	21332	family	UBA1163	10	8	5	0.66	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163
LS-65	NODE_49883_length_3605_cov_10.2	83779	family	Bilamarchaeaceae	4	4	3	0.67	d_Archaea;p_Micrarchaeota;c_Micrarchaeia;o_Anstonellales;f_Bilamarchaeaceae
LS-65	NODE_14360_length_7734_cov_79.0	4	class	Gammaproteobacteria	10	9	4	0.64	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria
LS-65	NODE_30192_length_4895_cov_9.6	21331	order	BSN033	7	6	3	0.66	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033
LS-65	NODE_56810_length_3332_cov_6.3	2	superkingdom	Bacteria	3	3	3	1.0	d_Bacteria
LS-63	NODE_844_length_37677_cov_16.0	83785	family	UBA233	34	32	17	0.56	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-63	NODE_4693_length_14883_cov_12.5	83491	class	Micrarchaeia	16	13	6	0.6	d_Archaea;p_Micrarchaeota;c_Micrarchaeia
LS-63	NODE_13611_length_7896_cov_14.2	27	genus	Mycobacterium	16	16	12	0.98	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
LS-63	NODE_26028_length_5314_cov_9.0	83409	order	Methanomicrobiales	7	7	4	0.77	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales
LS-63	NODE_45767_length_3780_cov_10.6	22071	genus	UBA5072	5	5	5	1.0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA10428;g_UBA5072
LS-55	NODE_55_length_222953_cov_72.5	2	superkingdom	Bacteria	57	51	40	0.79	d_Bacteria
LS-55	NODE_917_length_45704_cov_30.9	1	no rank	root	28	26	26	1.0	-_root
LS-55	NODE_6849_length_13262_cov_31.8	83343	superkingdom	Archaea	3	3	3	1.0	d_Archaea
LS-55	NODE_12050_length_9150_cov_19.9	33120	genus	RBG-16-49-23	14	14	13	1.0	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163;g_RBG-16-49-23
LS-55	NODE_18513_length_6873_cov_15.3	21332	family	UBA1163	9	9	4	0.73	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163
LS-55	NODE_29194_length_5146_cov_55.7	57420	species	JACWAE01 sp014874385	4	4	4	1.0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_SZUA-161;f_SZUA-161;g_JACWAE01;s_JACWAE01 sp014874385
LS-55	NODE_52295_length_3562_cov_6.1	2	superkingdom	Bacteria	2	2	2	1.0	d_Bacteria
LS-93	NODE_226_length_68382_cov_42.0	5447	class	WOR-3	48	45	22	0.52	d_Bacteria;p_WOR-3;c_WOR-3
LS-93	NODE_2907_length_19037_cov_15.9	21332	family	UBA1163	23	23	12	0.54	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163
LS-93	NODE_6504_length_12202_cov_20.6	83571	family	TCS64	10	10	6	0.62	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_TCS64;f_TCS64
